Date_Param,Semua Provinsi,Aceh,Sumatera Utara,Sumatera Barat,Riau,Jambi,Bengkulu,Sumatera Selatan,Kepulauan Bangka Belitung,Lampung,Banten,Jawa Barat,Jawa Tengah,DI Yogyakarta,Jawa Timur,Bali,Nusa Tenggara Barat,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Gorontalo,Sulawesi Selatan,Sulawesi Tenggara,Sulawesi Tengah,Sulawesi Utara,Sulawesi Barat,Maluku,Maluku Utara,Papua,Papua Barat
2026-02-23,13300.0,14700.0,13750.0,16700.0,7400.0,11650.0,13500.0,12250.0,14500.0,14500.0,12450.0,12100.0,13650.0,13650.0,12450.0,12650.0,7700.0,13750.0,14650.0,14400.0,14600.0,13250.0,13400.0,14200.0,13800.0,12450.0,13100.0,13150.0,11750.0,16500.0,15650.0,14750.0
2026-02-24,13300.0,14700.0,13250.0,16700.0,7400.0,11650.0,13500.0,12250.0,14500.0,14500.0,12450.0,12450.0,13550.0,13650.0,12250.0,12650.0,7700.0,13750.0,14650.0,14400.0,14600.0,13250.0,13050.0,14200.0,13800.0,12450.0,13100.0,13150.0,11750.0,16500.0,15650.0,14750.0
2026-02-25,13300.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12600.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-02-26,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12600.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-02-27,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-02-28,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-01,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-02,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-03,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-04,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-05,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-06,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
2026-03-07,13350.0,14550.0,13800.0,16450.0,7550.0,11500.0,14100.0,12250.0,14500.0,14500.0,12300.0,12200.0,13950.0,13900.0,12650.0,12600.0,7700.0,13750.0,15050.0,14400.0,14600.0,13250.0,13050.0,14200.0,14100.0,12600.0,13100.0,13150.0,11950.0,16500.0,15000.0,14750.0
